TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,COLUMN_DEFAULT,COMMENT
PEP,MENTOR_FEEDBACK,GRADE,TEXT,,
PEP,MENTOR_FEEDBACK,STRENGHTH,TEXT,,
PEP,MENTOR_FEEDBACK,IMPROVEMENT_AREAS,TEXT,,
PEP,MENTOR_FEEDBACK,IMPROVEMENT_LAST_FLIGHT,TEXT,,
PEP,MENTOR_FEEDBACK,FLIGHT_NO,TEXT,,
PEP,MENTOR_FEEDBACK,PEP_DATE,TIMESTAMP_NTZ,,
PEP,MENTOR_FEEDBACK,CREATED_BY,TEXT,,
PEP,MENTOR_FEEDBACK,CREATED_ON,TIMESTAMP_NTZ,,
PEP,MENTOR_FEEDBACK,MODIFIED_BY,TEXT,,
PEP,MENTOR_FEEDBACK,MODIFIED_ON,TIMESTAMP_NTZ,,
PEP,MENTOR_FEEDBACK,CATEGORY,TEXT,,
PEP,MENTOR_FEEDBACK,INNOVATIVE_INITIATIVES,TEXT,,
PEP,MENTOR_FEEDBACK,ALLOCATION,TEXT,,
PEP,MENTOR_FEEDBACK,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,MENTOR_FEEDBACK,P_CREATED_BY,TEXT,,
PEP,MENTOR_FEEDBACK,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,MENTOR_FEEDBACK,P_MODIFIED_BY,TEXT,,
PEP,MENTOR_FEEDBACK,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,MENTOR_FEEDBACK,P_IS_CURRENT,BOOLEAN,,
PEP,MENTOR_FEEDBACK,ROW_HASH,TEXT,,
PEP,PEP_CATEGORY,CATEGORY_ID,NUMBER,,
PEP,PEP_CATEGORY,TEMPLATE_ID,NUMBER,,
PEP,PEP_CATEGORY,TEMPLATE_CODE,TEXT,,
PEP,PEP_CATEGORY,CATEGORY_CODE,TEXT,,
PEP,PEP_CATEGORY,CATEGORY,TEXT,,
PEP,PEP_CATEGORY,PRINTABLE,BOOLEAN,,
PEP,PEP_CATEGORY,POSITION_AT,NUMBER,,
PEP,PEP_CATEGORY,ACTIVE,BOOLEAN,,
PEP,PEP_CATEGORY,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_CATEGORY,P_CREATED_BY,TEXT,,
PEP,PEP_CATEGORY,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_CATEGORY,P_MODIFIED_BY,TEXT,,
PEP,PEP_CATEGORY,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_CATEGORY,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_CATEGORY,ROW_HASH,TEXT,,
PEP,PEP_DEVIATION_MATRIX,CREW_ASSES_ID,NUMBER,,
PEP,PEP_DEVIATION_MATRIX,TEMPLATE_ID,NUMBER,,
PEP,PEP_DEVIATION_MATRIX,MARKS,FLOAT,,
PEP,PEP_DEVIATION_MATRIX,START_RANGE,NUMBER,,
PEP,PEP_DEVIATION_MATRIX,END_RANGE,NUMBER,,
PEP,PEP_DEVIATION_MATRIX,GRADE,TEXT,,
PEP,PEP_DEVIATION_MATRIX,IS_ACTIVE,BOOLEAN,,
PEP,PEP_DEVIATION_MATRIX,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_DEVIATION_MATRIX,P_CREATED_BY,TEXT,,
PEP,PEP_DEVIATION_MATRIX,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_DEVIATION_MATRIX,P_MODIFIED_BY,TEXT,,
PEP,PEP_DEVIATION_MATRIX,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_DEVIATION_MATRIX,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_DEVIATION_MATRIX,ROW_HASH,TEXT,,
PEP,PEP_FLIGHT_DETAILS,ID,NUMBER,,
PEP,PEP_FLIGHT_DETAILS,PEP_ID,TEXT,,
PEP,PEP_FLIGHT_DETAILS,FLIGHT_NO,TEXT,,
PEP,PEP_FLIGHT_DETAILS,SECTOR,TEXT,,
PEP,PEP_FLIGHT_DETAILS,FLIGHT_DATE,TIMESTAMP_NTZ,,
PEP,PEP_FLIGHT_DETAILS,STD,TIMESTAMP_NTZ,,
PEP,PEP_FLIGHT_DETAILS,STA,TIMESTAMP_NTZ,,
PEP,PEP_FLIGHT_DETAILS,STA_SLA,TIMESTAMP_NTZ,,
PEP,PEP_FLIGHT_DETAILS,EMAIL_SLA,NUMBER,,
PEP,PEP_FLIGHT_DETAILS,FLIGHT_TYPE,TEXT,,
PEP,PEP_FLIGHT_DETAILS,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_FLIGHT_DETAILS,P_CREATED_BY,TEXT,,
PEP,PEP_FLIGHT_DETAILS,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_FLIGHT_DETAILS,P_MODIFIED_BY,TEXT,,
PEP,PEP_FLIGHT_DETAILS,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_FLIGHT_DETAILS,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_FLIGHT_DETAILS,ROW_HASH,TEXT,,
PEP,PEP_GRADE,GRADE_ID,NUMBER,,
PEP,PEP_GRADE,GRADE_CODE,TEXT,,
PEP,PEP_GRADE,GRADE,TEXT,,
PEP,PEP_GRADE,ACTIVE,BOOLEAN,,
PEP,PEP_GRADE,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_GRADE,P_CREATED_BY,TEXT,,
PEP,PEP_GRADE,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_GRADE,P_MODIFIED_BY,TEXT,,
PEP,PEP_GRADE,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_GRADE,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_GRADE,ROW_HASH,TEXT,,
PEP,PEP_QUESTIONS,QUESTION_ID,NUMBER,,
PEP,PEP_QUESTIONS,CATEGORY_ID,NUMBER,,
PEP,PEP_QUESTIONS,QUESTION,TEXT,,
PEP,PEP_QUESTIONS,CRITICAL,BOOLEAN,,
PEP,PEP_QUESTIONS,POSITION_AT,NUMBER,,
PEP,PEP_QUESTIONS,CRUCIAL,BOOLEAN,,
PEP,PEP_QUESTIONS,I_DISPLAY_I_CONNECT,BOOLEAN,,
PEP,PEP_QUESTIONS,CATEGORY_CODE,TEXT,,
PEP,PEP_QUESTIONS,SAFETY_ACTION_PARAMETER,BOOLEAN,,
PEP,PEP_QUESTIONS,ACTIVE,BOOLEAN,,
PEP,PEP_QUESTIONS,COLOUR,TEXT,,
PEP,PEP_QUESTIONS,MARKS,FLOAT,,
PEP,PEP_QUESTIONS,LD_MARKS,FLOAT,,
PEP,PEP_QUESTIONS,ATRLD,FLOAT,,
PEP,PEP_QUESTIONS,ATRCA,FLOAT,,
PEP,PEP_QUESTIONS,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_QUESTIONS,P_CREATED_BY,TEXT,,
PEP,PEP_QUESTIONS,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_QUESTIONS,P_MODIFIED_BY,TEXT,,
PEP,PEP_QUESTIONS,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_QUESTIONS,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_QUESTIONS,ROW_HASH,TEXT,,
PEP,PEP_QUESTION_FEEDBACK,ID,NUMBER,,
PEP,PEP_QUESTION_FEEDBACK,FEEDBACK_ID,NUMBER,,
PEP,PEP_QUESTION_FEEDBACK,QUESTION_ID,NUMBER,,
PEP,PEP_QUESTION_FEEDBACK,FEEDBACK,TEXT,,
PEP,PEP_QUESTION_FEEDBACK,REMARKS,TEXT,,
PEP,PEP_QUESTION_FEEDBACK,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_QUESTION_FEEDBACK,P_CREATED_BY,TEXT,,
PEP,PEP_QUESTION_FEEDBACK,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_QUESTION_FEEDBACK,P_MODIFIED_BY,TEXT,,
PEP,PEP_QUESTION_FEEDBACK,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_QUESTION_FEEDBACK,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_QUESTION_FEEDBACK,ROW_HASH,TEXT,,
PEP,PEP_SCHEDULER,PEP_SCHDULER_ID,NUMBER,,
PEP,PEP_SCHEDULER,PEP_ID,TEXT,,
PEP,PEP_SCHEDULER,IGA,TEXT,,
PEP,PEP_SCHEDULER,PEP_REASON,TEXT,,
PEP,PEP_SCHEDULER,MENTOR_NAME,TEXT,,
PEP,PEP_SCHEDULER,MENTOR_LOGIN,TEXT,,
PEP,PEP_SCHEDULER,PLANNED_FOR,BOOLEAN,,
PEP,PEP_SCHEDULER,PEP_DATE,DATE,,
PEP,PEP_SCHEDULER,CANCEL_REASON,TEXT,,
PEP,PEP_SCHEDULER,CANCEL_REMARK,TEXT,,
PEP,PEP_SCHEDULER,STATUS,NUMBER,,
PEP,PEP_SCHEDULER,NEW_JOINEE,BOOLEAN,,
PEP,PEP_SCHEDULER,REMARK,TEXT,,
PEP,PEP_SCHEDULER,SUBMITTED_ON,TIMESTAMP_NTZ,,
PEP,PEP_SCHEDULER,CREW_DESIGNATION,TEXT,,
PEP,PEP_SCHEDULER,MODIFIED_DATE,TIMESTAMP_NTZ,,
PEP,PEP_SCHEDULER,BASE,TEXT,,
PEP,PEP_SCHEDULER,DESIGNATION,TEXT,,
PEP,PEP_SCHEDULER,ALLOCATION,TEXT,,
PEP,PEP_SCHEDULER,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_SCHEDULER,P_CREATED_BY,TEXT,,
PEP,PEP_SCHEDULER,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_SCHEDULER,P_MODIFIED_BY,TEXT,,
PEP,PEP_SCHEDULER,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_SCHEDULER,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_SCHEDULER,ROW_HASH,TEXT,,
PEP,PEP_TEMPLATE,TEMPLATE_ID,NUMBER,,
PEP,PEP_TEMPLATE,TEMPLATE_CODE,TEXT,,
PEP,PEP_TEMPLATE,TEMPLATE,TEXT,,
PEP,PEP_TEMPLATE,ACTIVE,BOOLEAN,,
PEP,PEP_TEMPLATE,CALCULATION_TYPE,TEXT,,
PEP,PEP_TEMPLATE,DESIGNATION_CODE,TEXT,,
PEP,PEP_TEMPLATE,FLIGHT_TYPE,NUMBER,,
PEP,PEP_TEMPLATE,LOAD_DATE,TIMESTAMP_NTZ,,
PEP,PEP_TEMPLATE,P_CREATED_BY,TEXT,,
PEP,PEP_TEMPLATE,P_CREATED_DT,TIMESTAMP_NTZ,,
PEP,PEP_TEMPLATE,P_MODIFIED_BY,TEXT,,
PEP,PEP_TEMPLATE,P_MODIFIED_DT,TIMESTAMP_NTZ,,
PEP,PEP_TEMPLATE,P_IS_CURRENT,BOOLEAN,,
PEP,PEP_TEMPLATE,ROW_HASH,TEXT,,
