TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,COLUMN_DEFAULT,COMMENT
CLMS,M_UMS_STATION,ROW_HASH,TEXT,,
CLMS,T_CLMS_ATTRITION,ID,NUMBER,,
CLMS,T_CLMS_ATTRITION,CREW_ID,TEXT,,
CLMS,T_CLMS_ATTRITION,CREW_NAME,TEXT,,
CLMS,T_CLMS_ATTRITION,MONTH,NUMBER,,
CLMS,T_CLMS_ATTRITION,YEAR,NUMBER,,
CLMS,T_CLMS_ATTRITION,DESIGNATION,TEXT,,
CLMS,T_CLMS_ATTRITION,TRG_OPS,TEXT,,
CLMS,T_CLMS_ATTRITION,DOJ,TIMESTAMP_NTZ,,
CLMS,T_CLMS_ATTRITION,DOL,TIMESTAMP_NTZ,,
CLMS,T_CLMS_ATTRITION,LOCATION,TEXT,,
CLMS,T_CLMS_ATTRITION,REASON,TEXT,,
CLMS,T_CLMS_ATTRITION,SUB_REASON,TEXT,,
CLMS,T_CLMS_ATTRITION,CONTACT_NO,TEXT,,
CLMS,T_CLMS_ATTRITION,CREATED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_ATTRITION,CATEGORY,TEXT,,
CLMS,T_CLMS_ATTRITION,LOAD_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_ATTRITION,P_CREATED_BY,TEXT,,
CLMS,T_CLMS_ATTRITION,P_CREATED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_ATTRITION,P_MODIFIED_BY,TEXT,,
CLMS,T_CLMS_ATTRITION,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_ATTRITION,P_IS_CURRENT,BOOLEAN,,
CLMS,T_CLMS_ATTRITION,ROW_HASH,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_ID,NUMBER,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,CREW_ID,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_APPLY_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_OR_PRIORITY,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,PRIORITY_NO,NUMBER,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,STATUS,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,TIMELINE_REASON,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_CREW_ID,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_BASE,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_PULBACK,BOOLEAN,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,LAST_UPDATED_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_REMARKS,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_PRIORITY_NO,NUMBER,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,T_ID,NUMBER,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_ACCEPTED,NUMBER,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,ADMIN_STATUS,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_APPROVAL_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_WITHDRAWN_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_APPLIED,BOOLEAN,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_PULBACK_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,CURRENT_BASE_ID,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,REQUESTED_BASE_ID,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,SWAP_ACCEPT_NOT_ACCEEPT_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,RELOCATION_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,RELOCATION_DATE_1,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,FLIGHT_NUMBER,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,EXC_BAG_W_OFF,NUMBER,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,LOAD_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,P_CREATED_BY,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,P_CREATED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,P_MODIFIED_BY,TEXT,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,P_IS_CURRENT,BOOLEAN,,
CLMS,T_CLMS_CREW_SWAP_DETAIL,ROW_HASH,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,T_ID,NUMBER,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,CREW_ID,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,CURRENT_BASE_ID,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,REQUESTED_BASE_ID,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,REASON,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,FILE_UPLOAD,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,APPLY_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,PRIORITY_NO,NUMBER,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,STATUS,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,NEXT_UPDATE_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,MARRIAGE_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,FLAG_PULL_BACK,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,TIMELINE_REASON,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,TRANSFER_APPROVAL_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,RELOCATION_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,FLIGHT_NUMBER,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,PREV_PRIORITY_NO,NUMBER,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_CREW_ID,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_BASE,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_ACCEPTED,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_PULBACK,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,POSTPOND,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,LAST_UPDATED_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,RELOCATION_DATE_1,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_REMARKS,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_APPLIED,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_OR_PRIORITY,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,SWAP_WITHDRAWN,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,TRANSFER_WITHDRAWN_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,TRANSFER_POSTPOND_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,TRANSFER_PULLBACK_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,EXC_BAG_W_OFF,NUMBER,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,LOAD_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,P_CREATED_BY,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,P_CREATED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,P_MODIFIED_BY,TEXT,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,P_IS_CURRENT,BOOLEAN,,
CLMS,T_CLMS_CREW_TRANSFER_DETAIL,ROW_HASH,TEXT,,
CLMS,T_CLMS_GND_CODES,EMP_NO,TEXT,,
CLMS,T_CLMS_GND_CODES,LEG_CD,TEXT,,
CLMS,T_CLMS_GND_CODES,START_TIME,TIMESTAMP_NTZ,,
CLMS,T_CLMS_GND_CODES,END_TIME,TIMESTAMP_NTZ,,
CLMS,T_CLMS_GND_CODES,LEG_STATUS,TEXT,,
CLMS,T_CLMS_GND_CODES,GND_ACT_CODE,TEXT,,
CLMS,T_CLMS_GND_CODES,APPROVED_STATUS,NUMBER,,
CLMS,T_CLMS_GND_CODES,IS_PAYABLE,NUMBER,,
CLMS,T_CLMS_GND_CODES,REMARK,TEXT,,
CLMS,T_CLMS_GND_CODES,LOAD_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_GND_CODES,P_CREATED_BY,TEXT,,
CLMS,T_CLMS_GND_CODES,P_CREATED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_GND_CODES,P_MODIFIED_BY,TEXT,,
CLMS,T_CLMS_GND_CODES,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_GND_CODES,P_IS_CURRENT,BOOLEAN,,
CLMS,T_CLMS_GND_CODES,ROW_HASH,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,LEAVE_REQ_SUB_ID,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,LEAVE_DETAIL_ID,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,LEAVE_TYPE_ID,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,NO_OF_LEAVES,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,BALANCE,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,CURRENT_LEAVE,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,FROM_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,TO_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,LOAD_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,P_CREATED_BY,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,P_CREATED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,P_MODIFIED_BY,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,P_IS_CURRENT,BOOLEAN,,
CLMS,T_CLMS_LEAVE_REQ_DETAIL,ROW_HASH,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,LEAVE_DETAIL_ID,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,CREW_ID,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,REQUESTED_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,LEAVE_TYPE_ID,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,STATUS_TYPE_ID,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,FROM_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,TO_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,WL_NO,NUMBER,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,CREW_COMMENT,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,REMARKS,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,ACTION_BY,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,ACTION_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,CREATED_DTM,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,GND_CODE,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,LOAD_DATE,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,P_CREATED_BY,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,P_CREATED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,P_MODIFIED_BY,TEXT,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,P_MODIFIED_DT,TIMESTAMP_NTZ,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,P_IS_CURRENT,BOOLEAN,,
CLMS,T_CLMS_LEAVE_REQ_MASTER,ROW_HASH,TEXT,,
CLMS,T_SPL_APPRECIATION,ID,NUMBER,,
CLMS,T_SPL_APPRECIATION,CREW_ID,TEXT,,
CLMS,T_SPL_APPRECIATION,CREW_NAME,TEXT,,
CLMS,T_SPL_APPRECIATION,BASE,TEXT,,
CLMS,T_SPL_APPRECIATION,FROM_DT,TIMESTAMP_NTZ,,
CLMS,T_SPL_APPRECIATION,TO_DT,TIMESTAMP_NTZ,,
CLMS,T_SPL_APPRECIATION,FUTURE_APPRECIATION_DT,TIMESTAMP_NTZ,,
CLMS,T_SPL_APPRECIATION,IS_AWARD_RECEIVED,BOOLEAN,,
CLMS,T_SPL_APPRECIATION,CREATED_DTM,TIMESTAMP_NTZ,,
CLMS,T_SPL_APPRECIATION,LOAD_DATE,TIMESTAMP_NTZ,,
CLMS,T_SPL_APPRECIATION,P_CREATED_BY,TEXT,,
CLMS,T_SPL_APPRECIATION,P_CREATED_DT,TIMESTAMP_NTZ,,
